Emotion,Clean_content,Sentiment
sadness,im paintnet x running crazily fast cant afford cs unfortunately,Negative
sadness,im proud solange,Positive
happiness,thank quotreturn mackquot jam,Neutral
worry,hmv shinjuku,Neutral
happiness,thanks rt hoping classy followers,Positive
worry,omg dont blame hope didnt hurt bad,Negative
happiness,going home awesome time peeps,Positive
happiness,signing night watching quotthe readerquot im sure ill snooze point good night,Positive
happiness,drunkfda twittering lone favorite hobbieslt drunk professionnnnn,Neutral
worry,good morning,Positive
happiness,random night fun im chillin home happy mothers day,Positive
happiness,hair doesnt look completely retarded success,Negative
happiness,mom mommy mother happy mothers day hope special fun today,Positive
worry,tested old shirt good coz failed properly look awesome,Positive
sadness,enjoying happiness special day day best life,Positive
happiness,hello thanks follow,Positive
worry,contemplate im gon na ahead compliment,Neutral
happiness,quotits birthday know wan na riiidddddeeee outquot fun club,Positive
happiness,best lazyreally productive day options lay ahead job prioritize thank u universe luv dd,Positive
worry,ftsk tonight grand rapids,Positive
happiness,lol happy promise wont lol silly late friend,Positive
sadness,high azza bitch day goody missed u twitter,Positive
happiness,happy mothers day hope tom got special enjoy day xo,Positive
happiness,mariana photography cassones feature thanks,Positive
worry,got ta hit hay yall big day kiddos maro love mommy love lil,Positive
worry,beautiful sunny mornig london time morning meditation inspired living,Positive
worry,andy dont think date,Neutral
happiness,michael cera new movie,Positive
happiness,resting ahhhhh feel good,Positive
happiness,ryan stiles funniest man got great news great news tonight happy burst,Positive
happiness,pleassure making smile nice day making smile twitter aahhh nice,Positive
worry,oops got taken,Neutral
happiness,haha ill mind far reckon money stop hair greying retire,Positive
happiness,happy mommys day,Positive
happiness,word ima summerjust lol,Positive
happiness,yum mothers day lunch food business burnside delicious gorgeous day,Positive
happiness,colds nearly gone yayness greys anatomy tonight double yay,Positive
sadness,brave best thing rest better soon alexi,Positive
happiness,best ecommerce site hope youve watched big bang theory hit quotbuy nowquot,Positive
enthusiasm,hecks yeah jandy timsamlake rawesome,Neutral
sadness,music soothes soul,Neutral
happiness,listening jubey snoring phone hehe goodnight,Neutral
happiness,california waiting little things got ta right putz adoro essa banda,Positive
enthusiasm,totally bereft faults way,Negative
worry,thats makes amazing mother happy mothers day solo luv ya,Positive
sadness,ummm sure miss yall alot think know meant,Positive
happiness,im celebrating bday friday,Neutral
worry,recordthis best felt cross quotto doquot list end day,Positive
happiness,super cool dream night asked wooowww hopes come true,Positive
happiness,end everyones happy time,Positive
happiness,dvdr windows iso batch lightscribe dicsc want works,Neutral
sadness,heheheheh lol figured hed send way got dupes felt bad sending stuff,Positive
worry,pleasure cant mom mothers day spread love,Positive
happiness,thank smoking viennoziimiigi,Neutral
worry,happy stopping wish happy mothers day tracy looking forward meeting concert hugsjoy,Positive
happiness,eh barry loltweet deck like prehistoric lol,Positive
sadness,yea fun divea bit scary fun u like diving,Positive
happiness,great study time followed delicious japanese meal arty trying study mood,Positive
happiness,stack deck patron sprite ice baby said like right,Positive
happiness,happy help,Positive
enthusiasm,thank,Neutral
happiness,hay nakumadaya ka talaga ah hehe hey happy mothers day mom nga pala mom,Positive
happiness,posted let know think theres cute cut,Positive
happiness,ahhh finally went yogurtland saved spoon hahaha,Positive
worry,yes agree,Neutral
happiness,tried oprahs free unfried kfc loved went try topped boba wolverinechilled popedaveben,Positive
enthusiasm,joininghe bandwagon wheeeeeeeeeeee,Neutral
enthusiasm,watching movie playin computer,Neutral
happiness,thanks oscc changing lately like layout lt,Positive
worry,use app dev,Neutral
happiness,cant wait real bed haha,Positive
happiness,awww thank,Positive
happiness,know want,Neutral
happiness,fuck yeah dude ask fucking know howre,Negative
happiness,thanks jt enjoyed r u following ill follow u,Positive
happiness,drivin home listenin fucking lightweights left stag bullshit love especially toesha haha ha,Neutral
happiness,like watching xmen feel like ive started revolution feels nice,Positive
happiness,goes jimmy fallon justin timberlakedoin gibb bros snl,Neutral
happiness,strange reason paranoid sounds like u love aaaaall good,Positive
worry,msrobynp thank u,Neutral
happiness,omg forgot lucky thing hope fun x,Positive
sadness,missing bkk na,Negative
happiness,love body tell sleep needs good mindful mealtimes,Positive
happiness,working station cool love yer music kk sweating lol la xxx,Positive
worry,bye tekzilla revision,Neutral
happiness,nice didnt stay long got hotel room,Positive
worry,think related,Neutral
happiness,wooow havent charged ipod touch day today alive thats coolio,Positive
happiness,getting ready awesome service,Positive
happiness,thank sister,Neutral
happiness,fun bacontaco night,Positive
happiness,dgroup saturdays little bit football hour nap hours soccer basketball tsu yogurtland lifes good,Positive
sadness,happy mothers day,Positive
happiness,yeah im following hun goodnight,Neutral
happiness,spent little wombat cool cuz time care tamara good yay,Positive
worry,worry got question starts minute thinking caps,Neutral
happiness,happy mothers day moms,Positive
happiness,brats bed im chillin noodle,Neutral
happiness,cultural tour loiusas family kangaroo sightseeing cemetary lovely,Positive
worry,sounds like need week digital detox,Neutral
sadness,im weekend uk,Neutral
worry,nice got indexed want unload need,Positive
enthusiasm,ian waiting important pic,Positive
happiness,thanks busy fuck good book,Positive
worry,u doin sheri,Neutral
worry,thanks actually got twitter pictures wouldnt upload upload takes,Positive
happiness,thanks finding amusing rubiks pictures tonight making evening,Positive
happiness,better idea need couple hour relax bed time sweet dreams love u,Positive
happiness,queef,Neutral
happiness,happy mothers day,Positive
happiness,idea good dinner happy munchin,Positive
sadness,waiting bus cripple creek pick twizzler town kinda quiet tonite rolynn,Neutral
happiness,yay gon na eat,Neutral
worry,super hot,Positive
happiness,im bed happy mothers day great,Positive
happiness,got party sooo fun boom boom pow hahaha ooh told mom happy mothers day,Positive
happiness,sounds lovely hope great day,Positive
happiness,dont think ive early sunday awaits,Positive
happiness,social fun swam water boxers,Positive
happiness,happy anniversary know whyyyy years baby,Positive
happiness,date vaahedh wellatleast,Neutral
enthusiasm,haha maybe someday publicist thats going school,Positive
worry,unfortunately know like avoiding,Negative
happiness,thinking song use chilled edition video,Neutral
happiness,im feeling great,Positive
worry,dennys right group prom fun,Positive
sadness,boos pad,Neutral
happiness,word mom lot yall happy mothers day love,Positive
happiness,watchin tv happy moms day,Positive
happiness,enjoying lazying eating roses chocolates x,Positive
happiness,brought buffalo gb fastest transfer rate usb hddi benchmarked mbs comp,Neutral
worry,youll fine dont worry good luck,Positive
happiness,omg hahaha thought joking twittering hahaha awesome good times,Positive
happiness,sleep fun,Positive
enthusiasm,online,Neutral
worry,happy mothers day beautiful moms im kind mom think little pup counts,Positive
happiness,turns im like years old guys right im seek future little later planned,Positive
sadness,right,Positive
worry,probably hes married joan,Positive
happiness,quotmom set bar high need learn fly reach itquot thats awesome sentiment read mothers day,Positive
happiness,thanks,Positive
happiness,dull life soundtrack favourite showss,Negative
happiness,thanks great night dear perfectly completed weekend,Positive
happiness,time life,Neutral
happiness,haha hotter justin timberlake,Positive
happiness,thanks,Positive
sadness,feeling good kinda tired miss cant wait grad weekend,Positive
enthusiasm,hey kev crap def worthwhile add loads people interesting,Positive
worry,body power expo thanks mike performance network free tix,Positive
happiness,rocked home maccas signing petition big bang tour aus lol,Positive
worry,thats good bad cant disagree,Positive
happiness,oh evening forgot merlin tonight toss rove spielburg spielburg abc choices,Neutral
happiness,yay happy mothers day screw burnt breakfast bed ill e erniehalter live gt,Positive
happiness,congratulations mindful run listening music,Neutral
worry,bit stimulate economy,Neutral
worry,like morningsometimes dont know exactly best dobut def figure happy moms day,Positive
happiness,great time mpix shootout great thanks mpix,Positive
happiness,day new job bought new clothes employee discount,Positive
worry,yay ill heart mk shout sec pam,Negative
happiness,awwww looks like kitty little furry balls best,Positive
happiness,whooooooooooooa ang ganda ko dito ha thank,Neutral
worry,ginniejean theres lot mojo place yes,Neutral
worry,pee,Neutral
worry,hope okay especially americans affected fire swine fluhn okay pray,Positive
happiness,went party night dindin showed matching outfits great minds think alike happy birthday ate lara,Positive
worry,actually people decisive,Positive
happiness,missing mother days happy mothers day,Positive
worry,feeling guilty buying luxurious pair shoes yesterday house mate saw got excited,Negative
worry,clamped outhaha,Neutral
worry,wonder dog thinking thing,Neutral
happiness,great night old friendswere quothometown heroesquotsome things change,Positive
happiness,n end wise great nite excuse dream little dream,Positive
happiness,love leave laptop bed creates nice toasty spot,Positive
worry,higood luck mtvawards im sure youre going wini hope soi love work ha speak spanish care,Positive
worry,chopped fringe night got tired hang eyes mess,Negative
